lemma;domain;distance
sam;msc;7
samarytanin;os;9
samczyk;zw;5
samica;os;7
samica;zw;4
samiczka;zw;5
samiec;os;7
samiec;zw;4
samobójca;os;5
samobójca;os;7
samochodziarz;os;7
samochodziarz;os;9
samochwał;os;8
samochwała;os;8
samochwalca;os;9
samodzierżca;os;6
samogłów;zw;9
samojed;zw;8
samolub;os;8
samopomoc;grp;3
samorodny talent;os;6
samorząd;grp;5
samorząd;zwz;4
samorządowiec;os;8
samotna matka;os;8
samotnik;os;5
samotny ojciec;os;8
samouk;os;7
samowładca;os;6
samozwaniec;os;6
samuraj;os;6
samuraj;os;7
sanacja;grp;4
sanator;os;9
sandacz;zw;9
sandinista;os;9
saneczkarz;os;6
sanepid;zwz;5
sangwinik;os;8
sanhedryn;grp;4
sanitariusz;os;7
sanitariusz;os;9
sankiulot;os;8
sankiulota;os;8
sanoczanin;os;7
sanskrytolog;os;10
saper;os;9
saprofag;zw;4
Saracen;os;8
saracenia;rsl;7
sardela;zw;9
sardela europejska;zw;10
sardynka;zw;9
Sarmata;os;7
sarna;zw;5
sarniak;zw;5
sarnię;zw;5
saseks;zw;9
sąsiad;os;6
satanista;os;7
satrapa;os;5
satrapa;os;7
satyr;os;4
satyr;os;8
satyryk;os;7
sazan;zw;10
s.c.;pos;5
scena;umy;4
scenarzysta;os;8
scenograf;os;8
sceptyk;os;7
sceptyk;os;9
schizmatyk;os;6
schizofrenik;os;10
schizol;os;10
schizotymik;os;8
schodziarz;os;8
schola;grp;5
scholar;os;7
scholarcha;os;8
scholastyk;os;8
scholiasta;por;7
schronisko;wytw;4
schyłkowiec;os;10
ścichapęk;os;7
ścierka;os;10
ścierwnik;zw;6
ścierwnik biały;zw;7
ścierwojad;os;3
ścierwojad;os;9
ścierwojad;zw;5
scjentolog;os;8
scjentysta;os;7
scjentysta;os;8
scynk;zw;9
secesjonista;os;8
secesjonista;os;9
sędzia;os;5
sędzia;os;7
sędzia;os;8
sędzia penitencjarny;os;8
sędzia polubowny;os;8
sędzia przysięgły;os;8
sędzia śledczy;os;8
sędzina;os;8
sędziostwo;grp;4
Sefardyjczyk;os;7
segregacjonista;os;8
sejm;grp;2
sejm;zwz;6
sejmik;grp;6
sejmik generalny;grp;7
sejmik przedsejmowy;zwz;7
sejmik relacyjny;grp;7
sejm walny;grp;7
sejsmolog;os;8
sekciarz;os;10
sekciarz;os;6
sekretarz;os;11
sekretarz;os;6
sekretarz;os;7
sekretarz;os;9
sekretarz;zw;7
sekretarz generalny;os;7
sekretarz stanu;os;10
seksbomba;os;8
sekser;os;6
seksista;os;8
sekstet;grp;4
seksuolog;os;9
sekta;grp;4
sekundant;os;6
sekutnica;os;7
sekutnik;os;10
sekwestrator;os;11
sekwestrator;os;9
selekcjoner;os;6
selekt;zw;5
selenita;os;4
selenograf;os;10
selenolog;os;10
selenonauta;os;8
semantyk;os;9
seminarium;umy;6
seminarzysta;os;6
seminarzysta;os;7
semiolog;os;8
semiotyk;os;8
Semita;os;7
senat;grp;2
senat;zwz;4
senat;zwz;5
senat;zwz;6
senator;os;6
senator;os;8
senator;os;9
seneszal;os;10
senior;os;5
senior;os;6
senior;os;8
sensat;os;8
sensei;os;7
sensualista;os;9
sentymentalista;os;7
sentymentalista;os;9
sęp;zw;7
separacjonista;os;8
separatysta;os;8
septet;grp;4
serafin;os;4
Serb;os;6
sercowiec;os;7
sercówka;zw;7
sercówka bałtycka;zw;8
sercówka biała;zw;8
sercówka jadalna;zw;8
sercówka pospolita;zw;8
serolog;os;12
serowar;os;8
serwal;zw;6
serwis;msc;8
serwisant;os;7
seryjny morderca;os;11
seter;zw;9
seter angielski;zw;10
seter irlandzki;zw;10
seter irlandzki czerwono-biały;zw;11
seter szkocki;zw;10
setnik;os;7
sex shop;msc;6
sex-shop;msc;6
sfera;grp;2
sfinks;zw;4
shintoista;os;8
shogun;os;7
show-biznes;grp;2
show-business;grp;2
showman;os;5
siatka;grp;2
siatkarz;os;7
siczowiec;os;7
sidlarz;os;6
sieć;grp;2
sieciarka;zw;7
sieciarz jaskiniowy;zw;8
siedemdziesięciolatek;os;7
siedemnastka;os;9
siedemnastolatek;os;7
siedemnastolatka;os;9
siedmiolatek;os;8
sieja;zw;9
sielankarz;os;8
sielankopisarz;os;8
sielawa;zw;9
siepacz;os;7
sierociniec;msc;4
sierota;os;6
sierota;os;7
sierpówka;zw;9
sierżant;os;8
sierżant sztabowy;os;9
siewca;os;6
siewca;os;9
signoria;grp;5
sikh;os;8
sikora;zw;7
sikora bogatka;zw;8
sikora czarnogłowa;zw;8
sikora czarnogłówka;zw;8
sikora czubatka;zw;8
sikora modra;zw;8
sikora uboga;zw;8
sikorka;os;8
sikorka uboga;zw;8
siksa;os;8
siłacz;os;6
siłownia;msc;8
sinantrop;os;6
singiel;os;8
singlista;os;6
sinica;zw;4
sinioria;grp;5
sinolog;os;9
sintoista;os;8
siodlarz;os;7
siódma woda po kisielu;os;9
siódmoklasista;os;7
siogun;os;7
siostra;os;8
siostra cioteczna;os;9
siostra stryjeczna;os;9
siostrzenica;os;8
siostrzeniec;os;8
Sioux;os;7
sitarz;os;6
sitwa;grp;2
Siuks;os;7
siwa;zw;11
siwapitek;zw;4
siwarnik;zw;8
siwek;zw;10
siwerniak;zw;8
siwy;zw;10
skalar;zw;7
skald;os;10
skamandryta;os;6
skamielina;czc;5
skamieniałość;czc;5
skandalista;os;9
Skandynaw;os;6
skandynawista;os;9
skansen;msc;5
skąpiarz;os;8
skąpiec;os;7
skąpiradło;os;7
skąposzczet;zw;6
skarabeusz;zw;8
skarb;os;7
skarbnica wiedzy;msc;4
skarbnik;os;5
skarbnik;os;6
skarbnik;os;9
skarbowiec;os;9
skarb państwa;grp;3
skarogniada;zw;11
skarogniady;zw;10
skarp;zw;9
skarżypyta;os;8
skate;os;6
skaut;os;5
skauting;grp;2
skazaniec;os;5
skazany;os;5
skejt;os;6
skierniewiczanin;os;7
skifista;os;7
skimmer;os;9
skin;os;6
skinhead;os;6
skład;grp;3
skład;msc;6
składacz;os;8
skład apteczny;msc;6
składownik;os;3
sklep;msc;5
sklep firmowy;msc;6
sklepik;msc;6
sklepikarz;os;6
sklep kolonialny;msc;7
sklep mięsny;msc;6
sklep monopolowy;msc;6
sklepowy;os;5
sklep papierniczy;msc;6
sklep patronacki;msc;6
sklep samoobsługowy;msc;6
sklep spożywczy;msc;6
sklep za żółtymi firankami;msc;6
sklerotyk;os;7
skleroza;os;7
sknera;os;7
skoczek;os;6
skoczek;zw;9
skoczek azjatycki;zw;10
skoczek długouchy;zw;10
skoczek grzebykopalcy;zw;10
skoczek Lichtensteina;zw;10
skoczek narciarski;os;7
skoczek spadochronowy;os;7
skoczek spadochronowy;os;8
skoczogonek;zw;6
skójka;zw;7
skolopendra;zw;7
skolopendra olbrzymia;zw;8
skolopendra paskowana;zw;8
skolopendra zwyczajna;zw;8
skop;zw;6
skóra i kości;os;7
skorek;zw;7
skorek pospolity;zw;8
skorpena;zw;6
skorpena pospolita;zw;7
skorpion;zw;7
skorupiak;zw;6
skorupik jabłoniowy;zw;7
skośny;os;8
skowronek;zw;8
skowronek;zw;9
skowronek borowy;zw;9
skowronek polny;zw;9
skowronek zwyczajny;zw;9
skrupulant;os;8
skrupulat;os;8
skrutator;os;10
skryba;os;7
skryba;os;9
skryptor;os;7
skrytobójca;os;10
skrytoskrzel;zw;8
skrzat;os;4
skrzat;os;7
skrzeczek olbrzymi;zw;8
skrzelonóg;zw;7
skrzelopływka bagienna;zw;9
skrzydlak;zw;10
skrzydlak pospolity;zw;10
skrzydlica;zw;9
skrzydło;grp;2
skrzydło;grp;7
skrzydłonóg;zw;7
skrzydłowy;os;7
skrzypek;os;10
skrzypłocz;zw;6
skubaniec;os;6
skulica;zw;7
skulica pospolita;zw;8
skumbria;zw;9
skunks;zw;5
skurczybyk;os;6
skurczybyk;os;9
skurwiel;os;8
skurwysyn;os;8
skurwysyństwo;grp;3
skwadron;zwz;4
skwara;os;7
słabeusz;os;6
słabiak;os;7
słabizna;os;5
slalomista;os;6
slalomowiec;os;6
ślamazara;os;7
sława;os;6
slawista;os;9
Ślązak;os;7
SLD-owiec;os;9
śledź;zw;9
śledziciel;os;7
śledziciel;os;8
śledziennik;os;6
ślepak;zw;7
ślepica;zw;5
ślepiec;os;8
ślepy;os;8
ślicznotka;os;8
ślimak;zw;6
ślimak morski;zw;7
ślimak winniczek;zw;7
śliz;zw;9
ślizgowiec;zw;9
słodownia;msc;8
słodyszek;zw;8
słodyszek rzepakowiec;zw;5
słodyszek rzepakowy;zw;5
sloganiarz;os;8
sloganista;os;8
słomiana wdowa;os;8
słomiany wdowiec;os;8
słoń;os;8
słoń;zw;8
słoniątko;zw;6
słonica;zw;5
słonik;zw;5
słonik;zw;8
słonka;zw;8
słonko;os;7
słoń morski;zw;10
Słowak;os;6
Słoweniec;os;6
Słowianin;os;6
słowianofil;os;9
słowianoznawca;os;9
słowik;zw;8
słowikówka;zw;9
słowik rdzawy;zw;9
słowik szary;zw;9
słownikarz;os;8
ślubna;os;7
ślubny;os;7
słuchacz;os;5
słuchacz;os;6
słuchowiec;os;7
sługa;os;6
sługa boży;os;6
Sługa sług Bożych;os;6
sługus;os;7
słupnik;os;7
słupszczanin;os;7
ślusarz;os;7
ślusarzowa;os;8
służący;os;7
służalec;os;7
służalec;os;8
służba;grp;3
służba;zwz;4
służba bezpieczeństwa;zwz;6
służba czynna;zwz;7
służba kościelna;zwz;5
służba publiczna;zwz;5
służba wojskowa;zwz;6
służba zdrowia;zwz;5
służbista;os;6
służbodawca;os;4
służby specjalne;zwz;6
służby wewnętrzne państwa;zwz;5
służebnik;os;8
śluzica;zw;6
śluzownica;zw;7
śluzownica ciemna;zw;8
śluzownica różana;zw;8
śluzowy;os;9
smakosz;os;6
smard;os;8
smark;os;7
smarkacz;os;7
smarkata;os;8
smarkul;os;7
smarkula;os;8
smarowacz;os;8
smarownik;os;8
smażalnia;msc;8
smażalnik;os;9
smerf;os;9
smerf;zw;3
śmiałek;os;6
śmieciarz;os;7
śmieciarz;os;8
śmieciarz;os;9
śmieciuszka;zw;9
śmierdziel;os;7
śmierdziel;zw;5
śmierdziuch;os;7
śmiertelnik;os;4
śmieszek;os;8
śmieszka;zw;9
śmietanka;grp;3
śmietka;zw;5
smok;zw;5
smok latający;zw;9
smolarz;os;6
smolt;zw;10
smoluch;os;6
smoluch;os;7
smród;os;7
smukluch;zw;10
smurf;zw;3
smutas;os;8
smużka;zw;9
smużka leśna;zw;10
smużka stepowa;zw;10
smyk;os;7
snack-bar;msc;9
snajper;os;7
śnieguła;zw;8
śnieguła;zw;9
śnieguła biała;zw;9
śnieguła zwyczajna;zw;9
śnieżka zwyczajna;zw;9
śnieżna pantera;zw;8
snob;os;10
snookerzysta;os;7
snowboardzista;os;6
snycerz;os;6
soaryta;os;11
sobaka;zw;7
sobiepan;os;9
sobiepanek;os;9
soból;zw;5
sobór;grp;3
sobór;msc;6
sobowtór;os;6
socjał;os;10
socjaldemokrata;os;9
socjalista;os;9
socjalliberał;os;9
socjeta;grp;3
socjolingwista;os;8
socjolog;os;8
socjopata;os;9
socjotechnik;os;9
socjoterapeuta;os;10
socynianin;os;11
sodalicja;grp;3
sodalis;os;6
sodomita;os;7
sofista;os;9
sójka;zw;8
sójka;zw;9
sójka syberyjska;zw;9
sójka złowroga;zw;9
sójka zwyczajna;zw;9
sojusz;grp;3
sojusznik;os;6
SOK;grp;6
sokista;os;8
sokół;zw;7
sokół drzemlik;zw;8
sokolik drzewiec;zw;7
sokół kobuz;zw;7
sokół królik;zw;8
sokół leśny;zw;7
sokolnik;os;6
sokolnik;os;7
sokół norweski;zw;8
sola;zw;9
solara;os;7
solarka;os;7
sołdat;os;7
soldateska;grp;3
solenik;os;7
solenizant;os;6
solidarnościowiec;os;7
solipsysta;os;10
solista;os;4
soliter;zw;7
sołtys;os;8
sołtysostwo;grp;4
sołtysowa;os;8
sommelier;os;7
sommelier;os;9
somnambulik;os;7
sopran;os;11
sopranistka;os;11
sorabista;os;10
sorek;zw;8
sortowacz;os;6
sosjer;os;9
sotnia;grp;6
sowa;zw;7
sowa błotna;zw;9
sowa rybiarka;zw;8
sowa uszata;zw;9
sowa włochata;zw;8
sowchoz;msc;8
sóweczka;zw;8
Sowiet;os;7
sowietolog;os;9
sowizdrzał;os;7
sówka;zw;9
sówka choinówka;zw;5
sozolog;os;9
spacerowicz;os;6
spadkobierca;os;2
spadkodawca;os;6
spadkowicz;grp;5
spadochroniarz;os;7
spadochroniarz;os;8
spah;grp;6
spahis;grp;6
spamer;os;4
spaniel;zw;8
spaniel angielski;zw;9
Spartańczyk;os;7
spartanin;os;6
Spartanin;os;7
spartiata;os;7
spaślak;os;8
spawacz;os;7
spawalnia;msc;7
speaker;os;7
speaker;os;8
spec;os;6
specjalista;os;5
specjalista;os;9
specjalista od nauk społecznych;os;7
specjalista od public relations;os;6
speckomisja;grp;4
specsłużby;zwz;6
spęd;grp;2
spedytor;pos;6
spekulant;os;7
speleolog;os;7
speluna;msc;9
spelunka;msc;10
śpiący królewicz;os;7
śpiący królewicz;os;8
śpiewak;os;9
śpiewak;zw;7
śpiewak operowy;os;10
spiker;os;7
spiker;os;8
spinningista;os;7
spinningowiec;os;7
spin-off;grp;5
śpioch;os;5
śpioszka;os;7
spiritus movens;os;7
spirochet;zw;4
spirulina;zw;5
spirytualista;os;9
spirytysta;os;7
spisek;grp;2
spiskowiec;os;8
splewka;zw;7
spodniarz;os;7
spódniczka;os;8
spółdzielca;os;3
spółdzielnia;zwz;3
społecznik;os;7
spółka;grp;2
spółka;pos;4
spółka akcyjna;pos;7
spółka cicha;pos;5
spółka córka;pos;6
spółka-córka;wytw;7
spółka cywilna;pos;5
spółka handlowa;pos;5
spółka holdingowa;pos;5
spółka jawna;pos;7
spółka kapitałowa;pos;6
spółka komandytowa;pos;7
spółka komandytowo-akcyjna;pos;7
spółka mieszana;pos;5
spółka osobowa;pos;6
spółka partnerska;pos;7
spółka powiązana;zwz;5
spółka z ograniczoną odpowiedzialnością;pos;7
sponsor;os;4
sponsor;os;6
sporocysta;zw;5
sportowiec;os;5
sportsmen;os;5
spowiednik;os;8
spowinowacona;os;7
spowinowacony;os;7
spóźnialski;os;7
spożywca;os;3
sprawca;os;5
sprawiciel;os;5
sprawozdawca;os;9
sprawozdawca sportowy;os;8
springer spaniel;zw;9
sprinter;os;9
spryciarz;os;7
sprzątacz;os;9
sprzedawca;os;5
sprzedawczyk;os;6
sprzymierzeniec;os;6
sprzysiężenie;grp;2
sp. z o.o.;pos;7
sraluch;os;7
srebrny medalista;os;10
średniak;os;6
średniodystansowiec;os;8
średniorolny;os;9
środkowy;os;8
środowisko;grp;2
sroka;zw;8
sroka;zw;9
sroka amerykańska;zw;9
srokacz;zw;10
sroka czarnodzioba;zw;9
srokata;zw;11
srokaty;zw;10
sroka zwyczajna;zw;9
srokosz;zw;9
śrubiarnia;msc;8
śrutowiec;os;7
ssak;zw;7
ssak łożyskowy;zw;8
ssak morski;zw;8
ssak parzystokopytny;zw;8
stachanowiec;os;6
stacja;wytw;3
stacja kopulacyjna;msc;8
stacja telewizyjna;zwz;3
stacz;os;5
stadło;grp;4
stadnik;zw;7
stadnina;msc;8
stado;grp;2
stajenny;os;9
stalinista;os;10
stalinowiec;os;10
stalorytnik;os;11
stalowiec;os;8
stalownik;os;10
stały klient;os;4
stangret;os;8
stara;os;8
starający się;os;8
stara panna;os;5
stara pudernica;os;8
starka;zw;5
starokatolik;os;10
staroobrzędowcy;grp;3
staroobrzędowiec;os;10
starościna;os;8
starosta;os;11
starosta;os;6
starosta;os;9
starosta generalny;os;12
starosta grodowy;os;12
starosta niegrodowy;os;4
starostostwo;grp;4
starostwo;grp;4
starostwo;zwz;5
starowier;os;10
starowierca;os;10
starowiercy;grp;3
starowierzy;grp;3
starowina;os;7
starowinka;os;7
Starożytny Grek;os;8
starożytny polityk;os;8
Starożytny Rzymianin;os;8
starsza;os;8
starszak;os;10
starszy;os;8
starszy człowiek;os;6
starszyna;os;8
starszy szeregowy;os;8
starszy sztygar;os;8
starszyzna;grp;3
staruch;os;8
staruszek;os;7
staruszek;os;8
staruszka;os;7
staruszkowie;grp;5
stary;os;6
stary;os;8
stary byk;os;5
stary kawaler;os;5
stary koń;os;5
stary lis;os;7
stary piernik;os;8
stary wróbel;os;7
stary wyga;os;7
starzec;os;7
starzec mnich;os;7
starzy;grp;5
statysta;os;5
statysta;os;7
statystyk;os;8
stawonóg;zw;5
stażysta;os;6
stegozaur;zw;6
stekowiec;zw;8
stelmach;os;6
stemplownik;os;8
stenograf;os;9
stenotypista;os;8
stepówka;zw;7
sterlet;zw;9
sterniczka;zw;8
sternik;os;8
steward;os;7
stiukarz;os;6
stocznia;msc;8
stoczniowiec;os;7
stoik;os;7
stoik;os;9
stójkowy;os;9
stolarz;os;6
stolik;os;8
stolnik;os;11
stolnikowa;os;8
stołówka;msc;8
stołówkowicz;os;6
stołownik;os;6
stomatolog;os;9
stonka;grp;3
stonka;zw;8
stonka ziemniaczana;zw;8
stonoga;zw;7
stoper;os;8
stornia;zw;10
Storting;grp;7
stowarzyszenie;grp;2
stowarzyszenie religijne;zwz;3
stowarzyszony;os;2
straceniec;os;8
strach;zw;4
strachajło;os;7
straganiarz;os;7
straganowiec;os;7
straszydło;zw;4
strateg;os;6
strateg;os;7
strategik;os;7
stratygraf;os;7
straż;grp;6
strażak;os;7
straż graniczna;zwz;6
strażnik;os;7
strażnik miejski;os;7
strażnik ochrony kolei;os;8
Straż Ochrony Kolei;grp;6
straż pożarna;zwz;6
straż przednia;grp;5
straż przyboczna;grp;6
straż tylna;grp;5
stręczyciel;os;8
strepet;zw;8
streptokok;zw;5
striptizer;os;9
strobila;rz;4
stroiciel;os;7
strojnica baldaszkówka;zw;8
strojnica włoska;zw;8
strojnik;zw;9
strojniś;os;8
strojnisia;os;9
strona;os;2
strona;os;6
strongman;os;6
stronnictwo;zwz;3
stronnik;os;6
stróż;os;4
stróż;os;6
stróż;os;8
stróż bezpieczeństwa;os;7
stróżka;os;8
stróż nocny;os;10
stróż porządku;os;9
stróż prawa;os;7
strukturalista;os;8
strukturalista;os;9
strumieniówka;zw;8
strumycznik;zw;8
strunowiec;zw;4
strunowiec niższy;zw;5
struś;zw;8
struś australijski;zw;9
stryj;os;9
stryjeczna siostra;os;9
stryjenka;os;9
stryjna;os;9
stryjo;os;9
strzałokrzyżowiec;os;7
strzałowy;os;6
strzelec;os;5
strzelec;os;6
strzelec;os;8
strzelec konny;os;8
strzelec pokładowy;os;7
strzelec wyborowy;os;7
strzęp człowieka;os;4
strzępiel;zw;9
strzęp ludzki;os;4
strzyga;os;4
strzygonia choinówka;zw;5
strzykwa;zw;6
strzyżyk;zw;7
strzyżyk woleoczko;zw;8
strzyżyk zwyczajny;zw;8
student;os;6
studium;umy;6
studniarz;os;8
stulatek;os;8
stułbia;zw;6
stułbiopław;zw;6
stwór;zw;3
stwór;zw;5
stwora;zw;5
Stwórca;os;3
stwórca;os;4
stwórca;os;7
stworek;zw;4
stworzątko;zw;5
stworzenie;zw;2
stworzonko;zw;5
Stworzyciel;os;3
stygmatyk;os;6
stylista;os;7
stylista;os;8
stylita;os;7
stynka;wytw;9
stypendysta;os;6
subdiakon;os;8
subiekt;os;4
subiektywista;os;7
subiektywista;os;9
subkultura;grp;3
sublokator;os;5
subretka;os;9
subskrybent;os;5
suchar;os;7
suchotnik;os;7
suczka;os;8
sufler;os;7
sufragan;os;11
suhak;zw;7
suka;os;8
suka;zw;5
sukcesor;os;2
sukcesor;os;5
sukiennik;os;6
sukinkot;os;8
sukinsyn;os;8
sukkub;os;4
sukub;os;4
sułtan;os;6
sułtanat;grp;6
sułtanowa;os;8
sum;zw;9
sumak;zw;7
Sumatryjczyk;os;7
Sumatrzanin;os;7
sumik karłowaty;zw;7
sumo;os;7
sum rekini;zw;9
sunnita;os;9
superagent;os;8
superarbiter;os;7
supergrupa;grp;4
supergwiazda;os;8
supergwiazdor;os;8
superintendent;os;7
superintendent;os;9
superintendent generalny;os;6
superman;os;5
supermarket;msc;7
supermen;os;5
supermocarstwo;grp;7
supersam;msc;8
superszpieg;os;8
suplikant;os;4
suprematysta;os;10
surfer;os;7
surfingowiec;os;7
surogatka;os;9
surrealista;os;10
surykatka;zw;6
suseł;zw;9
suseł moręgowany;zw;10
suseł perełkowany;zw;10
susówka;zw;8
susówka leszczynowa;zw;9
susówka rdestowa;zw;9
susseks;zw;9
sutener;os;8
suweren;os;5
suzeren;os;6
swat;os;7
swat;os;9
swatowa;os;9
swatowie;grp;4
swawolnik;os;7
świadczeniobiorca;os;3
świadczeniodawca;os;3
świadczeniodawca;zwz;3
świadek;os;3
świadek;os;6
świadek;os;7
świadek Jehowy;os;9
świadek koronny;os;4
świat;grp;2
światek;grp;3
świątkarz;os;9
światoburca;os;7
światowiec;os;6
świątyńka;wytw;6
świczka;os;4
świdrak okrętowiec;zw;7
świdrzyk;zw;7
świecki;os;8
świekra;os;9
świergotek;zw;8
świergotek drzewny;zw;9
świergotek górski;zw;8
świerszcz;zw;6
świerszczak;zw;8
świerszczak zwyczajny;zw;8
świerszczka północna;zw;9
świerszczka południowa;zw;9
święta krowa;os;5
święta krowa;zw;6
świetlica;msc;4
świetlik;zw;7
świetlik bagienny;os;4
świętokradca;os;8
świętoszek;os;9
święty;os;7
święty Mikołaj;os;6
świnia;os;9
świnia;zw;6
świniak;zw;6
świniarek;os;8
świniarka;zw;6
świniarz;os;10
świnia zwisłoucha;zw;7
świniopas;os;10
świnka długowłosa;zw;7
świnka morska;zw;6
świński blondyn;os;8
świntuch;os;7
świr;os;10
świr;os;6
świrus;os;10
świrus;os;6
świstak;zw;10
świstak;zw;9
świstak alpejski;zw;10
świstun;zw;8
świstunka;zw;8
świstunka zielona;zw;9
świstunka zielonawa;zw;9
świszcz;zw;9
świta;grp;4
świtezianka;os;7
świtezianka;zw;9
swój;os;5
swojak;os;6
sybaryta;os;5
sybirak;os;7
Sybirak;os;7
syczek;zw;8
syfilityk;os;7
sygnalista;os;5
sygnatariusz;os;6
sygnatariusz;os;7
Syjamczyk;os;6
syjonista;os;7
sykofant;os;8
sylen;os;5
sylf;os;5
sylfida;os;5
sylfida;os;7
symbol;st;4
symbolista;os;9
symfonik;os;10
symfonik;os;7
symfonista;os;10
sympatia;os;6
sympatyk;os;6
symulant;os;8
symultanista;os;7
syn;os;10
syn chrzestny;os;11
syndyk;os;6
syndyk;os;7
syndykalista;os;8
syndykat;grp;3
syndykat zbrodni;grp;4
synergista;os;8
synglista;os;6
syn marnotrawny;os;6
syn naturalny;os;11
synod;grp;3
synogarlica;zw;9
synonim;st;4
synoptyk;os;9
synostwo;grp;4
synowa;os;8
synowica;os;9
syn pierworodny;os;11
syntaktyk;os;9
syntetyk;os;8
syrena;os;4
syrena;os;5
syrena;zw;4
syrena;zw;9
syrenka;zw;5
systematyk;os;8
system parlamentarno-prezydencki;grp;6
system półprezydencki;grp;6
system prezydencki;grp;6
system semiprezydencki;grp;6
sytuacjonista;os;8
sytuacjonista;os;9
szablista;os;7
szablodziób;zw;9
szablogrzbiet;zw;9
szabrownik;os;10
szach;os;6
szachista;os;6
szachraj;os;6
szafarz;os;10
szafarz;os;11
szafarz;os;9
szafa trzydrzwiowa;os;8
szahid;os;8
szajbus;os;10
szajbus;os;6
szajchista;os;11
szajka;grp;3
szajkista;os;11
szakal;zw;7
szałaput;os;6
szałaputa;os;6
szaławiła;os;7
szaleniec;os;6
szaleniec;os;9
szalikowiec;os;7
szalona głowa;os;6
szaman;os;6
szambelan;os;11
szambelan papieski;os;9
szambiarz;os;9
szambo;grp;3
szantan;msc;8
szantażysta;os;8
szantrapa;os;8
szaraczek;os;6
szaradzista;os;7
szara eminencja;os;6
szarak;os;6
szarak;zw;5
szara mysz;os;6
szarańcza;zw;5
szarańczak;zw;5
Szare Szeregi;grp;3
szarfiarz;os;7
szarlatan;os;6
szarlatan;os;7
szarpidrut;os;11
szarytka;zw;8
szaser;os;8
szatan;os;3
szatan;os;6
szatanista;os;7
szatniarz;os;8
szatra;grp;2
szatyn;os;7
szaulis;os;7
szaweł;os;6
szczapa;os;7
szczawik;os;7
szczawniczanin;os;7
szczebiotka;os;7
szczecinianin;os;7
szczekacz;os;9
szczekaczka;os;7
szczekuszka;zw;8
szczekuszka amerykańska;zw;9
szczekuszka malutka;zw;9
szczekuszka północna;zw;9
szczeniak;os;7
szczeniak;zw;5
szczenię;zw;5
szczepiciel;os;9
szczepowy;os;7
szczerklina;zw;7
szczęściarz;os;5
szczęśliwiec;os;5
szczeżuja;zw;7
szczotkarz;os;6
szczudłak;zw;8
szczupak;os;7
szczupak;zw;7
szczur;os;8
szczur;zw;9
szczurek;zw;10
szczur faraona;zw;7
szczur lądowy;os;5
szczurołap;os;6
szczur pacyficzny;zw;10
szczur piżmowy;zw;5
szczur śniady;zw;10
szczur wędrowny;zw;10
szczur wodny;zw;5
szczurzyca;zw;5
szczwacz;os;7
szczygieł;zw;8
szczyl;os;7
szczypawica;zw;8
szczypawka;zw;8
szczypawka;zw;9
szczypiornista;os;7
szef;os;5
szef gabinetu;os;4
szef kompanii;os;8
szef kuchni;os;6
szefostwo;grp;3
szef Rady Ministrów;os;5
szef rządu;os;4
szef sztabu;os;7
szejk;os;5
szekspirolog;os;9
szeliniak;zw;8
szelma;os;7
szeptucha;os;9
szeregowiec;os;7
szeregowy;os;7
szermierz;os;5
szermierz;os;6
szermierz;os;7
szerszeń;zw;7
szerszeń azjatycki;zw;8
szerszeń książęcy;zw;8
szerszeń wschodni;zw;8
szeryf;os;9
szerzyciel;os;6
sześćdziesięciolatek;os;7
sześciolatek;os;9
szesnastolatek;os;7
szesnastolatka;os;9
szewc;os;7
szewcowa;os;8
szintoista;os;8
sziszimora;os;4
szkapa;zw;9
szkapina;zw;9
szkarłupień;zw;5
szkielet;os;7
szklarka;zw;9
szklarz;os;6
szkodnik;os;6
szkodnik;os;7
szkodnik;zw;4
szkodnik;zw;6
szkoła;grp;2
szkoła;umy;3
szkoła filmowa;umy;5
szkoła handlowa;zwz;4
szkoła podstawowa;zwz;4
szkoła podstawowa;umy;5
szkoła ponadgimnazjalna;umy;6
szkoła ponadpodstawowa;umy;4
szkoła specjalna;zwz;4
szkoła średnia;umy;5
szkoła wyższa;umy;4
szkoleniowiec;os;5
szkółkarz;os;10
szkop;os;7
Szkot;os;7
szkrab;os;7
szkutnik;os;8
szlachcic;os;6
szlachciura;os;7
szlachetnie urodzony;os;6
szlagon;os;7
szlifierz;os;6
szmaciarz;os;7
szmaciarz;os;8
szmaja;os;7
szmalcownik;os;9
szmata;os;8
szmateks;msc;6
szmirus;os;6
szmugler;os;8
szmuklerz;os;6
sznaucer;zw;8
sznaucer olbrzym;zw;9
szofer;os;8
szogun;os;7
szojchet;os;9
szop;zw;5
szopenista;os;11
szopenista;os;8
szopenolog;os;8
szopkarz;os;7
szop pracz;zw;6
szosowiec;os;7
szóstoklasista;os;7
szowinista;os;8
szowinista;os;9
szpadzista;os;7
szpak;zw;10
szpak;zw;8
szpak;zw;9
szpak jednobarwny;zw;9
szpak zwyczajny;zw;9
szpaner;os;6
szpara;os;8
szperacz;os;6
szperacz;os;8
szperacz;zw;8
szpic;zw;8
szpica;grp;8
szpicel;os;8
szpieg;os;7
szpieg gospodarczy;os;8
szpieg przemysłowy;os;8
szpilman;os;6
szpital;msc;3
szpitalik;msc;4
szpitalnik;os;8
szpital polowy;msc;4
szpital psychiatryczny;msc;4
szpital zakaźny;msc;4
szprot;zw;9
szprotka;zw;9
szprycha;os;7
szrotówek kasztanowcowiaczek;zw;5
sztab;grp;4
