lemma;domain;distance
sztabowiec;os;8
sztab szkoleniowy;grp;5
sztafeta;grp;5
sztajmes;os;6
sztandarowy;os;5
sztangista;os;6
sztauer;os;7
sztokfisz;zw;9
sztubak;os;7
sztuka;os;4
sztuka;os;6
sztukator;os;6
sztukmistrz;os;6
szturarz;os;6
szturman;os;10
szturmowiec;os;8
szturmówka;grp;5
sztycharz;os;11
sztygar;os;7
sztywniak;os;8
szuan;os;10
szubienicznik;os;6
szubrawiec;os;8
szuja;os;7
szukacz;os;6
szuler;os;7
szulernia;msc;10
szumowina;os;7
Szwab;os;7
szwacz;os;8
szwadron;grp;6
szwadron śmierci;grp;3
szwagier;os;8
szwagierka;os;8
szwajcar;os;6
Szwajcar;os;6
szwarccharakter;os;7
szwarcownik;os;8
Szwed;os;6
szweja;zw;9
szwoleżer;os;8
szwyc;zw;6
szybkobiegacz;os;8
szybownik;os;6
szybowy;os;6
szycha;os;5
szyderca;os;8
szyfrant;os;7
szyita;os;9
szyldwach;os;9
szympans;zw;4
szympansica;zw;5
szynk;msc;8
szynkarka;os;8
szynkarz;os;5
szynkownia;msc;9
szynszyla;zw;5
szyper;os;9
szypszyniec różany;zw;5
szyszak;zw;8
tabaczarz;os;4
tabacznik;os;4
tabakier;os;4
tabor;grp;2
taboryci;os;3
taboryta;os;11
tabun;grp;3
tacznik;os;7
taipan;zw;9
Taj;os;6
Tajlandczyk;os;6
tajne służby;zwz;6
tajniak;os;8
tajniak;os;9
tajny radca;os;11
tajny współpracownik;os;8
tajpan;zw;9
tajpan australijski;zw;10
takifugu;zw;9
taksator;os;7
taksiarz;os;8
taksonomista;os;8
taksówkarz;os;8
taktyk;os;6
taktyk;os;7
tałałajstwo;grp;2
tałatajstwo;grp;2
talent;os;5
talib;os;6
talib;os;8
talmudysta;os;6
talmudysta;os;8
talonowicz;os;3
tamandua;zw;6
tamarina;zw;11
tamaryna;zw;11
tamburmajor;os;7
tamburmajor;os;8
tanagra;zw;8
tancbuda;msc;9
tancerz;os;5
tancerz;os;8
tancerz charakterystyczny;os;9
tancmistrz;os;7
tańcownik;os;5
tandeciarz;os;7
tandem;grp;3
tanecznik;os;6
tantniś;zw;5
tantniś krzyżowiaczek;zw;6
taoista;os;7
tapeciarz;os;9
taper;os;11
tapicer;os;7
tapir;zw;9
tarant;zw;10
tarantula;zw;8
tarcznik;zw;5
tarczowiec;zw;9
tarczownik;os;8
tardżuman;os;7
target;grp;2
targowiczanin;os;10
tarlak;zw;8
tarnowianin;os;7
tarpan;zw;9
tarpon;zw;9
tartak;msc;8
taryfiarz;os;8
tasiemiec;zw;6
tasiemiec nieuzbrojony;zw;7
tasiemiec uzbrojony;zw;7
tasza;zw;8
taszilama;os;8
tata;os;7
Tatar;os;6
Tatarzyn;os;6
taternik;os;7
tato;os;7
taumaturg;os;5
tawerna;msc;9
tchórz;os;6
tchórz;zw;5
tchórzofretka;zw;6
team;grp;3
teatr;grp;8
teatr;umy;4
teatr amatorski;umy;5
teatr lalek;zwz;5
teatr lalkowy;zwz;5
teatr muzyczny;umy;5
teatr objazdowy;umy;5
teatrolog;os;8
teatroman;os;7
teatroznawca;os;8
teatr repertuarowy;umy;5
teatyn;os;10
technik;os;7
technik dentystyczny;os;8
technikum;umy;6
technikum;umy;7
technik uzbrojenia;os;8
technofob;os;8
technoklub;msc;10
technokracja;grp;3
technokrata;os;4
technokrata;os;8
technolog;os;6
tęcznik;zw;8
tęcznik liszkarz;zw;9
tęcznik mniejszy;zw;9
tęcznik złocisty;zw;9
tęczowiec;zw;9
tęga głowa;os;6
tęgi umysł;os;6
tęgoryjec;zw;6
teista;os;8
tekodont;zw;5
tekściarz;os;7
tekster;os;7
tekstolog;os;8
tekstylny;os;7
telefonista;os;8
telegrafista;os;8
teleinformatyk;os;7
telemarketer;os;6
telemechanik;os;8
telemonter;os;10
teleolog;os;8
telepajęczarz;os;4
telepata;os;6
telepracownik;os;7
teleskop;zw;8
teletypista;os;9
telewidz;os;7
telewizja;zwz;3
telewizja publiczna;zwz;4
templariusz;os;8
tenisista;os;6
tenor;os;11
tenor bohaterski;os;12
tenor dramatyczny;os;12
tenor liryczny;os;12
tenutariusz;os;4
teokracja;grp;6
teokrata;os;8
teolog;os;7
teoretyk;os;6
teozof;os;6
teozof;os;7
tępak;os;7
tępiciel;os;5
tępogłów;zw;8
terakociarz;os;6
terapeuta;os;8
terapeuta;os;9
teratolog;os;9
tercet;grp;3
tercet;grp;4
tercjan;os;9
tercjarz;os;9
teren;zwz;3
terenoznawca;os;9
terier;zw;8
terminator;os;7
termit;zw;7
teropod;zw;6
terpentyniarnia;msc;8
terrier;zw;8
terrorysta;os;8
teść;os;8
teściowa;os;8
teściowie;os;4
testator;os;6
tester;os;5
tester;os;6
tetrarcha;os;7
tetrarchia;grp;6
tetryk;os;8
teurg;os;4
tingel-tangel;msc;8
tirówa;os;10
tirówka;os;10
tkacz;os;6
tło;zwz;6
tłuczek;os;8
tłuk;os;8
tłum;grp;2
tłum;grp;4
tłumacz;os;8
tłumacz kabinowy;os;9
tłumacz przysięgły;os;9
tłumek;grp;3
tłumiciel;os;7
tłumok;os;8
tłuścioch;os;8
tłuściocha;os;8
tłustosz;rsl;7
tokarz;os;9
tokijczyk;os;7
toko żółtodzioby;zw;9
toksykolog;os;10
tołhaj;os;9
tołpyga;zw;9
tomista;os;9
top;grp;3
topialnia;msc;7
topiarz;os;9
topiarz fryty;os;10
topiarz mas mineralnych;os;10
topiarz szkła;os;10
topielec;os;4
topień;zw;8
topik;zw;8
topograf;os;8
toponomasta;os;10
topornik;os;6
topornik wyłupiasty;zw;9
torakochirurg;os;11
torbacz;zw;8
toreador;os;7
torfiarnia;msc;7
torfmistrz;os;8
torfownia;msc;7
torowiec;os;7
torreador;os;7
torunianin;os;7
torys;os;9
tosa inu;zw;9
touroperator;wytw;5
towar;os;5
towaroznawca;os;7
towarzycho;grp;3
towarzystwo;grp;2
towarzystwo;grp;3
towarzystwo ubezpieczeniowe;msc;4
towarzystwo wzajemnej adoracji;grp;2
towarzysz;os;8
towarzysz broni;os;7
towarzysz niedoli;os;7
towarzysz podróży;os;5
towiańczyk;os;11
trąba;os;9
trabant;os;9
trąbkarz;os;11
trachodon;zw;6
traciciel;os;8
tracz;os;8
tracz;zw;8
tracz bielaczek;zw;9
tracz nurogęś;zw;9
tradycjonalista;os;7
trafika;msc;6
tragarz;os;6
tragediopisarz;os;9
tragik;os;5
tragik;os;9
trajkotka;os;7
Trak;os;7
traken;zw;10
traktorzysta;os;7
tramp;os;8
trampkarz;os;7
tramwajarz;os;7
trans;os;7
transcendentalista;os;10
transcendentalista;os;8
transik;os;7
translator;os;9
transplantolog;os;11
transport;grp;2
transportowiec;os;7
transseksualista;os;6
transwestyta;os;7
traper;os;6
trapezista;os;8
trapista;os;11
trasant;os;3
trasat;os;3
traser;os;8
traszka;zw;8
traumatolog;os;11
trębacz;os;10
trędowaty;os;7
trefniś;os;8
trener;os;5
trep;os;7
trep;os;8
trepanator;os;11
treser;os;6
triada;grp;5
triarius;wytw;9
triathlonista;os;8
triatlonista;os;8
triceratops;zw;7
trio;grp;3
trio;grp;4
triumfator;os;6
triumfator;os;8
triumwir;os;6
troć;zw;9
trochofora;zw;5
trociniarka czerwica;zw;8
trockista;os;10
troglodyta;os;6
trogon;zw;8
Trojańczyk;os;7
Trojanin;os;7
trójboista;os;7
trójkowicz;os;7
trójprzymierze;zwz;4
trójskoczek;os;7
troll;os;4
troll;os;5
tron Piotrowy;zwz;6
tropiciel;os;6
tropiciel;zw;8
tropowiec;zw;8
trubadur;os;10
truchło;os;8
truciciel;msc;7
truciciel;os;10
trumniarz;os;7
trunkowy;os;5
trupa;grp;4
trupojad;zw;5
truś;zw;6
trusia;zw;6
trust;pos;5
truteń;os;7
truteń;zw;5
trutówka;zw;7
truwer;os;10
trwoniciel;os;7
trybik;os;6
trybun;os;6
trybun;os;7
trybun;os;8
trybunał;grp;4
trybunał;zwz;5
Trybunał Pokuty;zwz;5
trybunat;zwz;5
trybutariusz;os;3
trychina;zw;6
tryk;zw;5
trylobit;zw;6
trynitarz;os;8
tryton;os;4
tryton;zw;8
tryumfator;os;6
tryumfator;os;8
trzciniak;zw;8
trzcinnik;zw;9
trzebieniec;os;8
trzebinianin;os;7
trzeciak;os;7
trzecioklasista;os;7
trzecioligowiec;os;8
trzewikodziób;zw;5
trzmiel;zw;7
trzmiel kamiennik;zw;8
trzmiel łąkowy;zw;8
trzmiel ogrodowy;zw;8
trzmielojad;zw;7
trzmiel olbrzymi;zw;8
trzmielówka łąkowa;zw;9
trzmiel różnobarwny;zw;8
trzmiel rudy;zw;8
trzmiel ziemny;zw;8
trzmiel żółty;zw;8
trznadel głuszek;wytw;8
trznadel ortolan;zw;8
trzoda;grp;3
trzpiot;os;6
trzpiotka;os;9
trzydziestolatek;os;6
trzylatek;os;9
trzynastolatek;os;7
trzyszcz;zw;8
tuba;os;7
tubylec;os;6
tucznik;zw;5
tukan;zw;8
tułacz;os;6
tułacz;os;7
tumak;zw;5
tuman;os;8
tuńczyk;zw;9
tupaj;zw;8
tupaja;zw;8
tupeciarz;os;6
tur;zw;6
tura;grp;2
turak;zw;8
turbot;zw;9
Turek;os;6
turkan;zw;9
turkawka;zw;8
turkolog;os;9
turkuć podjadek;zw;5
turoń;os;7
turpista;os;9
turyferariusz;os;10
turysta;os;6
turzyca;zw;5
tuszka;jedz;8
tutkarz;zw;8
tutkarz bachusek;zw;9
tutkarz brzozowiec;zw;9
tutkarz cygarowiec;zw;9
tutkarz topolowiec;zw;9
tutor;os;11
tutor;os;7
tuz;os;5
tuz;os;7
tuziemiec;os;6
TW;os;8
twardogłowy;os;9
twardziel;os;7
twarz;os;4
twarz;os;6
twór;zw;2
twórca;os;6
tworzyciel;os;7
tyczka;os;8
tyczkarz;os;7
tygrys;zw;7
tygrysica;zw;5
tygrysię;zw;5
tygrys szablastozębny;zw;8
tygrzyk;zw;8
tygrzyk paskowany;zw;9
tyka;os;8
tynkarz;os;9
typ;os;5
typ;os;7
typ atletyczny;os;8
typek;os;5
typer;os;7
typograf;os;10
typograf;os;8
typ pykniczny;cech;7
typ spod ciemnej gwiazdy;os;6
tyran;os;5
tyran;os;8
tyranka;zw;8
tyranozaur;zw;6
tyrka;msc;7
tysiącznik;os;7
tyszanin;os;7
tytan;os;6
tytan pracy;os;7
ubek;os;7
ubezpieczalnia;zwz;4
ubezpieczenie;grp;7
ubezpieczeniowiec;os;5
ubezpieczyciel;msc;4
ubezwłasnowolniony;os;6
ubogi;os;5
ubogi krewny;os;6
ubojnia;msc;8
ubowiec;os;7
uchatka;zw;9
uchatka kalifornijska;zw;10
uchatka niedźwiedziowata;zw;10
uchatka patagońska;zw;10
uchodźca;os;7
uciekinier;os;6
ucieleśnienie;st;3
uczelnia;umy;4
uczeń;os;5
uczeń;os;6
uczeń określonej klasy;os;6
uczestnik;os;5
uczniak;os;8
uczony;os;5
ucztownik;os;6
uczuciowiec;os;7
uczuleniowiec;os;7
udawacz;os;9
udziałowiec;os;4
ufolog;os;8
ufoludek;os;3
ugodowiec;os;7
ugrupowanie;zwz;3
uhla;zw;9
ujeżdżacz;os;7
układacz;os;5
układacz;os;7
ukleja;zw;9
ukochana;os;6
ukochanie;os;5
ukochany;os;6
ukoiciel;os;6
Ukrainiec;os;6
ukrainka;os;9
ukwiał;zw;6
Úlaire;os;4
ułan;os;8
ulem;os;8
ulema;os;8
ulepszacz;os;9
ulicznica;os;10
ulicznik;os;7
ułomek;os;6
ulotkarz;os;5
ultramontanista;os;10
ultranacjonalista;os;9
ultras;os;7
ulubieniec;os;6
ulubieniec muz;os;7
umiłowanie;os;5
umiłowany;os;7
umysł;os;7
umyślny;os;5
unia;grp;3
unia;grp;4
unia;zwz;2
unia celna;zwz;3
unia monetarna;zwz;3
unia personalna;grp;6
unia realna;grp;6
unia walutowa;zwz;3
unionista;os;6
unista;os;9
unita;os;7
unita;os;9
unitarianin;os;10
unitariusz;os;10
uniwerek;umy;5
uniwersalista;os;7
uniwersalista;os;8
uniwersytet;umy;5
uniwersytet powszechny;zwz;4
uop;zwz;5
uosobienie;st;3
upadły anioł;os;10
upadły anioł;os;3
uparciuch;os;7
upierdliwiec;os;6
upiór;zw;4
Upiór Pierścienia;os;4
upośledzony umysłowo;os;8
upowiec;os;10
uprowadziciel;os;8
urbanista;os;9
urlopowicz;os;6
urolog;os;10
Uruk-hai;os;4
urwipołeć;os;6
urwis;os;6
urząd;zwz;4
urząd kościelny;zwz;5
urząd probierczy;zwz;5
urzędnik;os;8
urzędnik dworski;os;10
urzędnik królewski lub dworski;os;10
urzędnik miejski;os;9
urzędnik nadworny;os;10
urzędnik pocztowy;os;9
urzędnik sądowy;os;9
urzędnik starożytny;os;10
urzędnik wysokiego szczebla;os;9
urzędnik ziemski;os;11
usługobiorca;os;2
usługodawca;os;2
usługowiec;os;6
ustanowiciel;os;6
ustasz;os;11
ustawiacz;os;9
ustawodawca;grp;5
ustniczek francuzik;zw;7
usypiacz;os;11
uszatek;os;7
uszatka;zw;9
uszatka błotna;zw;9
utopiec;os;4
utopiec;zw;4
utopista;os;7
utracjusz;os;7
utrakwista;os;11
utrapieniec;os;6
utratnik;os;8
utrwalacz władzy ludowej;os;6
utrzymanek;os;7
utrzymanka;os;9
utylitarysta;os;8
utylitarysta;os;9
uwodziciel;os;7
uwodzicielka;os;7
uzależniony;os;6
uzdrawiacz;os;9
uzdrowiciel;os;5
uzdrowiciel;os;9
uznawca;os;4
uznawca;os;7
uznawca;os;9
uzurpator;os;6
użytkownik;os;2
Valar;os;4
varsavianista;os;8
veles;os;7
VIP;os;5
volksdeutsch;os;8
voyeur;os;7
wabidło;wytw;9
wąchacz;os;8
wachman;os;9
wachmistrz;os;8
wachta;grp;7
waciarz;os;8
wadera;zw;6
wadowiczanin;os;7
wagabunda;os;8
wagant;os;6
wagarowicz;os;6
wągier;zw;5
wagoniarz;os;7
wągr;zw;5
wahabita;os;9
wahhabita;os;9
wajdelota;os;8
wał;os;7
wałach;zw;6
wal biskajski;zw;10
wal biskajski południowy;zw;10
walcownik;os;10
waldens;os;7
waleń;zw;9
walet;os;5
walgina rdestniak;zw;6
wal grenlandzki;zw;10
walida;os;8
waligóra;os;4
Walijczyk;os;7
walkiria;os;4
wałkoń;os;6
walne zebranie;pos;4
walne zgromadzenie;pos;5
wal szary;zw;10
waltornista;os;10
waluciarz;os;7
wamp;os;8
wampir;os;5
wampirzyca;os;7
wampirzyca;os;8
Wandal;os;6
wandal;os;7
wania;os;7
wańka;os;7
wapiennik;msc;7
wapniak;os;6
wapniaki;grp;5
wapno;grp;5
waran;zw;9
warcabista;os;6
warchlak;zw;6
warchoł;os;8
wargacz;zw;9
wariat;os;6
wariat;os;9
wariatuńcio;os;10
wariatuńcio;os;6
Warmiak;os;7
warszawiak;os;7
warszawianin;os;7
warszawista;os;8
warszawka;grp;4
warsztatowiec;os;9
warta;grp;6
warta honorowa;grp;7
wartownik;os;8
warzelnia;msc;8
warzelnik;os;7
warzywniak;msc;6
warzywnica;zw;5
warzywnica kapustna;zw;6
warzywnica ozdobna;zw;6
warzywnik;os;10
warzywnik;os;6
warzywo;os;8
wąsacz;os;7
wasal;os;5
wasal;os;7
wąsal;os;7
wąsonóg;zw;7
wataha;grp;3
wataha;grp;5
watażka;os;7
watażka;os;8
waterpolista;os;7
watipi;zw;6
wątłusz;zw;9
wątrobiarz;os;8
wątrobowiec;os;8
Watykańczyk;os;8
Watykanin;os;8
watykanista;os;9
wąż;os;7
wąż;zw;8
wazeliniarz;os;7
ważka;zw;8
wąż koralowy arlekin;zw;9
wąż morski;zw;9
ważniak;os;6
ważniak;os;7
wazonkowiec;zw;6
wąż trzcinowy;zw;9
wcielenie;st;3
wciornastek;zw;5
wciornastek szklarniowiec;zw;6
wciornastek tytoniowiec;zw;6
wciornastek zachodni;zw;6
wczasowicz;os;6
wcześniak;os;9
wdowa;os;8
wdowa;zw;7
wdowiec;os;8
webmaster;os;8
wedeta;os;8
wędkarz;os;6
wędliniarz;os;4
wędrowiec;os;8
wędrownik;os;7
wędrownik;os;8
wedutysta;os;10
weekendowicz;os;6
weganin;os;7
wegetarianin;os;6
Węgier;os;6
węglarz;os;4
węglarz;os;8
węgorek;zw;6
węgornica;zw;5
węgorz;zw;9
węgorzyca;zw;7
wehrmachtowiec;os;8
weksylolog;os;8
welita;os;7
welon;zw;7
welonka;zw;7
wenecjanin;os;7
wenerolog;os;11
Wenusjanin;os;4
werbista;os;10
werblista;os;6
werbownik;os;7
weredyk;os;7
werkmistrz;os;7
wermachtowiec;os;8
wersolog;os;9
weryfikator;os;8
weselnik;os;7
wesołek;os;7
wesołek;os;8
wesołe miasteczko;msc;4
wesz;os;9
wesz;zw;8
wesz morska;zw;6
węszyciel;os;7
weta;zw;7
weteran;os;7
weterynarz;os;9
wężojad;zw;7
wezyr;os;9
wiarołomca;os;7
wiarus;os;7
wibrafonista;os;10
wicca;os;9
wiccanin;os;9
wiceadmirał;os;7
wiceburmistrz;os;6
wicedyrektor;os;6
wicegubernator;os;6
wicehrabia;os;8
wicekanclerz;os;7
wicekapelmistrz;os;6
wicekonsul;os;6
wicekról;os;5
wicekurator;os;6
wicelider;os;7
wicemarszałek;os;6
wiceminister;os;6
wicemistrz;os;8
wicepremier;os;6
wiceprezes;os;6
wiceprezydent;os;6
wiceprokurator;os;6
wiceprzewodniczący;os;6
wicestarosta;os;6
wiceszef;os;6
wicewojewoda;os;6
wicewójt;os;6
wichrzyciel;os;9
wicionóg;zw;7
widelnica;zw;8
wideoman;os;8
wideomaniak;os;8
wideopirat;os;9
widłonóg;zw;7
widłoróg;zw;9
widmo;zw;3
widownia;grp;2
widownia;grp;6
widz;os;6
widziadło;zw;3
wiedźma;os;3
wiedźma;os;8
wiedźmin;os;3
wielbiciel;os;7
wielbłąd;zw;6
wielbłąd dwugarbny;zw;7
wielbłąd jednogarbny;zw;7
wielbłądka;zw;7
wielbłądnik;os;6
wielbłądzica;zw;5
wielkie mocarstwo;grp;6
wielki komtur;os;7
wielki książę;os;6
wielki mistrz;os;9
wielki wezyr;os;10
wielkolud;os;3
wielkolud;os;8
wielkook rekini;zw;9
wielkopłetw;zw;7
Wielkopolanin;os;7
wielkorządca;os;10
wielkość;os;6
wielkoszczur;zw;9
wielmoża;os;7
wieloboista;os;6
wielodzietny;os;7
wielopłetwiec senegalski;zw;9
wieloryb;zw;9
wieloryb biskajski;zw;10
wieloryb biskajski południowy;zw;10
wieloryb grenlandzki;zw;10
wielorybnik;os;6
wieloszczet;zw;6
wieprz;os;7
wieprz;zw;6
wieprzak;zw;6
wieprzek;zw;6
wierchuszka;grp;3
wiercipięta;os;7
wierny;os;8
wierszokleta;os;8
wierszopis;os;8
wierszopis;os;9
wierszorób;os;8
wiertacz;os;6
wiertka złotawa;zw;6
wiertniczy;os;6
wiertniczy;os;9
wierzący;os;7
wierzbówka;zw;8
wierzchowiec;zw;9
wierzyciel;os;2
wierzyciel solidarny;os;4
wieśniak;os;6
wieśniak;os;7
wieszak;os;7
wieszcz;os;7
wieszcz;os;9
wieszczbiarz;os;7
wieszczek;os;7
wieszczka;os;3
Wietnamczyk;os;6
Wietnamiec;os;7
wietrznica;os;7
wiewiórecznik pospolity;zw;8
wiewiórka;zw;9
wiewiórka latająca;zw;10
wiewiórka palmowa;zw;10
wiewiórka pospolita;zw;10
wiewiórka rafiowa;zw;10
wiewiórka szara;zw;10
więzień;os;6
więzień kryminalny;os;7
więzień polityczny;os;7
wigoń;zw;7
wij;zw;6
wikanin;os;9
wikariat;zwz;6
wikariusz;os;6
wikariusz generalny;os;7
wikariusz kapitulny;os;7
wikary;os;6
wiking;os;6
wikkanin;os;9
wikłacz;zw;8
wikliniarz;os;7
wikunia;zw;7
wilczarz irlandzki;zw;10
wilczątko;zw;5
wilczę;zw;5
wilczek;zw;5
wilczur;zw;9
wilczyca;zw;5
wilga;zw;8
wilga zwyczajna;zw;8
wilk;zw;6
wilk;zw;9
wilk morski;os;8
wilkołak;zw;3
windsurfer;os;8
windsurfingowiec;os;8
windykator;os;7
windziarz;os;9
winiarnia;msc;8
winiarz;os;6
winiec;zw;5
winnica;msc;9
winniczek;zw;7
winowajca;os;6
wiochmen;os;6
wiochmen;os;7
wiolista;os;10
wiolonczelista;os;10
wioślarka;zw;7
wioślarz;os;5
wioślarz;os;6
wirek;zw;6
wirek bezjelitowy;zw;5
wirek prostojelitowy;zw;7
wirek trójjelitowy;zw;7
wirek wielogałęzisty;zw;7
wirek wielojelitowy;zw;7
wirtuoz;os;6
wirtuoz;os;7
wirusolog;os;9
wirylista;os;8
wiślak;os;8
wiślanin;os;7
wisus;os;7
witarianin;os;7
witeź;os;7
witeź;zw;9
witlinek;zw;9
witrażysta;os;6
wiwera;zw;6
wiwera indyjska;zw;7
wiwera malabarska;zw;7
wiwera malajska;zw;7
wizażysta;os;7
wizjoner;os;6
wizjoner;os;7
wizytator;os;9
wkładca;os;4
władca;os;4
władca absolutny;os;5
władca pustyni;zw;8
władyka;os;5
władza;grp;2
włamywacz;os;9
włamywaczka;os;7
włamywacz komputerowy;os;7
właściciel;os;2
właściciel ziemski;os;3
własnościówka;zwz;4
własowiec;os;7
Włoch;os;6
włochatka;zw;8
włóczęga;os;6
włócznik;os;6
włócznik modroczelny;zw;9
włóczykij;os;6
włodarz;os;5
włodarz;os;7
włókiennik;os;7
włókniarz;os;7
włościanin;os;6
włosień;zw;6
włoskowiec różycy;rz;5
włosogłówka;zw;6
wnętrzarz;os;9
wnioskodawca;os;6
wnuczek;os;9
wnuczka;os;9
wnuk;os;9
wodniak;os;6
wodniak;os;7
wodniczka;zw;8
wodnik;zw;4
wodnik;zw;8
wodociągi;msc;7
wodociągowiec;os;7
wodołaz;zw;8
wódz;os;7
wódz;os;8
wodza;grp;6
wodzirej;os;7
wódz naczelny;os;8
woj;os;6
wojak;os;6
wójcik;zw;9
wójcik zielony;zw;9
wojerysta;os;7
wojewoda;os;10
wojewoda;os;7
wojewodostwo;grp;4
wojewodzianka;os;10
wojewodzic;os;11
wojewodzina;os;8
wojownik;os;5
wojownik;os;7
wojsiłka;zw;7
Wojska Ochrony Pogranicza;grp;5
wojska pancerne;grp;5
wojski;os;12
wojsko;zwz;6
wojsko dawne;zwz;7
wojskowy;os;6
wójt;os;9
wójtostwo;grp;4
wójtostwo;zwz;5
wójtowa;os;8
wokalista;os;9
wół;os;6
wół;zw;6
wołek;zw;5
wołek;zw;8
wołek zbożowy;zw;8
woleoczko;zw;8
wolnomularz;os;6
wolnomyśliciel;os;7
wolnościowiec;os;7
wolny chłop;os;7
wolny słuchacz;os;6
wolny strzelec;os;7
Wołoch;os;7
wolontariusz;os;6
wół piżmowy;zw;7
wół roboczy;os;7
wolterianin;os;8
woltyżer;os;7
woluntariusz;os;6
woluntarysta;os;8
wołyniak;os;8
wombat;zw;9
WOP;grp;5
wopista;os;9
woprowiec;os;8
workowiec;zw;8
wozak;os;6
wozak;os;9
woziwoda;os;5
wózkarz;os;7
wózkarz;os;8
woźnica;os;9
woźny;os;10
woźny;os;8
wrażliwiec;os;7
wrestler;os;7
wróbel;zw;8
wróbel;zw;9
wróbel mazurek;zw;9
wróbel skalny;zw;9
wróbel zwyczajny;zw;9
wrocławiak;os;7
wrocławianin;os;7
wróg;os;6
wróg;zwz;4
wróg klasowy;os;7
wrona;zw;11
wrona;zw;8
wrona;zw;9
wrona siwa;zw;9
wrony;zw;10
wrotek;zw;6
wrotkarz;os;6
wróż;os;7
wróżbiarz;os;7
wróżbita;os;7
wróżka;os;3
wrzodowiec;os;8
wschodniak;os;7
wścieklica;zw;8
wścieklica dorodna;zw;9
wścieklica Sabuleta;zw;9
wścieklica zwyczajna;zw;9
wsiok;os;7
wsiowy;os;7
wskazówkowicz;os;7
wskrzesiciel;os;6
wspinacz;os;6
wspinacz;os;8
współautor;os;7
współbiesiadnik;os;7
współbrat;os;9
współdłużnik;os;4
współdziedzic;os;4
współfundator;os;7
współgospodarz;os;9
współinicjator;os;6
współinwestor;zwz;5
współkatedra;msc;5
współkonstruktor;os;9
współkról;os;6
współlokator;os;5
współmałżonek;os;6
współmieszkaniec;os;6
wspólnik;os;4
wspólnik;os;6
wspólnik jawny;os;5
współobywatel;os;7
współodkrywca;os;6
współopiekun;os;6
współorganizator;os;8
współpartner;os;7
współpasażer;os;5
współplemieniec;os;6
współposiadacz;os;3
współpracownik;os;6
współproducent;os;9
współprzewodniczący;os;7
współrealizator;os;7
współredaktor;os;9
współregent;os;6
współrodak;os;7
współrządca;os;5
współscenarzysta;os;8
współspadkobierca;os;3
współspiskowiec;os;9
współsprawca;os;6
współtowarzysz;os;9
współtwórca;os;7
współuczestnik;os;6
współudziałowiec;os;5
współużytkownik;os;3
współwierzyciel;os;3
współwięzień;os;7
współwinowajca;os;7
współwładca;os;6
współwłaściciel;os;3
współwydawca;os;5
współwydawca;zwz;4
współwyznawca;os;7
współwyznawca;os;8
współzałożyciel;os;7
współzawodnik;os;6
współziomek;os;7
wspominkarz;os;7
wspomożyciel;os;9
wstecznik;os;8
wstępna;os;8
wstępny;os;8
wstężniak;zw;6
wstręciuch;os;6
wstrząsacz;os;3
wsza;os;9
wszarz;os;7
wszarz;os;8
wszetecznica;os;8
wszetecznik;os;7
wszystkożerca;os;6
wszystkożerca;zw;4
wtórny analfabeta;os;8
wtryskiwacz;os;7
wtyka;os;7
wuefista;os;12
wuj;os;9
wuja;os;9
wujeczna siostra;os;9
wujeczny brat;os;9
wujek;os;8
wujek;os;9
wujenka;os;9
wujkowie;grp;4
wujna;os;9
wujo;os;9
wujostwo;grp;4
wujowie;grp;5
wulgaryzator;os;8
wulkanizator;os;8
wulkanolog;os;7
wybawca;os;10
wybawiciel;os;10
wyborca;os;7
wybranek;os;6
wybraniec;os;6
wybranka;os;6
wybryk natury;os;8
wychodźca;os;7
wychowanek;os;5
wychowanek;os;6
wychowawca;os;11
wychowawca;os;6
wychowawca;os;8
wychrzta;os;8
wycieczka;grp;2
wycieczkowicz;os;7
wycieruch;os;10
wyciruch;os;10
wyczynowiec;os;5
wydawca;os;4
wydawca;zwz;3
wydawnictwo;msc;8
wydawnictwo;zwz;5
wyderka błotna;zw;6
wydobywca;os;4
wydra;zw;5
wydra morska;zw;6
wydrozwierz;zw;6
wydrwigrosz;os;7
wydrzyk;zw;8
wydział;msc;7
wyga;os;6
wygnaniec;os;6
wygodnicki;os;6
wygodniś;os;5
wyjadacz;os;6
wyjec;os;7
wyjec;zw;10
wykastrowany samiec;zw;5
wykidajło;os;6
wykładowca;os;6
wykolejeniec;os;8
wykonawca;os;3
wykonawca;os;5
wykonawca;zwz;4
wykonawca testamentu;os;7
wykończeniowiec;os;8
wykształciuch;os;7
wykwintniś;os;8
wyłuszczarnia;msc;7
wymiatacz;os;7
wymoczek;os;7
wynajemca;os;3
wynalazca;os;6
wypalacz;os;8
wypierdek;os;7
wypierdek mamuta;os;7
wyplatacz;os;6
wypławek alpejski;zw;8
wypławek biały;zw;8
wypławek karpacki;zw;8
wypłosz;os;8
wypożyczalnia;msc;8
wyprawa;grp;2
wyrak;zw;4
wyraziciel;os;6
wyręczyciel;os;6
wyrobnik;os;6
wyrobnik;os;7
wyrocznia;os;6
wyrodek;os;6
wyrokowiec;os;6
wyrostek;os;7
wyrwidąb;os;4
wyrywacz;os;8
wyrzutek;os;6
wyścigowiec;zw;9
wysiedleniec;os;8
wysiedlony;os;8
wyskrobek;os;7
wysłaniec;os;5
wysłannik;os;5
wyśmiewca;os;7
wysoki komisarz;os;6
wyspiarz;os;6
wyspiarz;os;7
wystawca;os;2
wystawca;os;3
wytaczarz;os;10
